序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2184,301029,怡合达,26.48,-0.49,-0.13,48453.0,129828191.16,2.52,27.15,26.48,26.56,26.61,1.46,1.63,25.41,5.12,15299953344.0,7889352986.0,-0.9,-0.94,-25.2,-51.44
2185,600019,宝钢股份,6.11,-0.49,-0.03,933082.0,574245060.0,1.63,6.21,6.11,6.16,6.14,1.75,0.43,12.14,0.68,135152332282.0,133551884992.0,-0.33,-0.33,-2.4,13.57
2186,688248,南网科技,24.37,-0.49,-0.12,17466.0,42928358.0,1.76,24.8,24.37,24.54,24.49,0.89,2.14,64.57,5.14,13761739000.0,1989179317.0,-0.45,-0.16,-18.82,-57.23
2187,603039,泛微网络,50.75,-0.49,-0.25,9137.0,46633180.0,2.57,51.7,50.39,50.4,51.0,0.92,0.35,871.63,6.33,13225605955.0,13225605955.0,-0.59,-0.28,-13.32,1.02
2188,000899,赣能股份,8.1,-0.49,-0.04,76218.0,62321334.92,1.84,8.25,8.1,8.12,8.14,0.9,0.78,14.53,1.56,7902989856.0,7902989856.0,-0.12,-0.12,3.58,-17.09
2189,002519,银河电子,6.03,-0.5,-0.03,232348.0,141429555.1,2.97,6.2,6.02,6.06,6.06,0.45,2.08,40.17,2.19,6792378315.0,6731288252.0,-0.33,-0.17,9.64,35.51
2190,002093,国脉科技,8.04,-0.5,-0.04,102256.0,82484065.12,1.61,8.13,8.0,8.04,8.08,0.73,1.02,68.5,2.23,8100300000.0,8095204650.0,0.12,-0.12,2.81,6.07
2191,688105,诺唯赞,34.09,-0.5,-0.17,30548.0,103259778.0,4.79,34.6,32.96,33.94,34.26,1.37,1.82,-133.88,3.39,13636340900.0,5722412580.0,-0.12,0.12,30.36,-34.3
2192,600617,国新能源,4.01,-0.5,-0.02,71139.0,28846155.0,2.73,4.11,4.0,4.05,4.03,1.32,0.73,-98.12,1.53,5525756445.0,3909406519.0,0.25,-0.25,-4.75,-0.99
2193,002531,天顺风能,12.01,-0.5,-0.06,91345.0,110603949.91,1.82,12.23,12.01,12.12,12.07,0.68,0.51,22.48,2.44,21580512683.0,21457859993.0,-0.17,-0.17,-6.97,-20.62
2194,603558,健盛集团,10.0,-0.5,-0.05,75484.0,75977363.0,4.18,10.25,9.83,10.1,10.05,1.59,2.05,13.8,1.56,3690809490.0,3690809490.0,0.0,0.3,20.48,31.75
2195,600035,楚天高速,4.0,-0.5,-0.02,235025.0,93852652.0,1.24,4.02,3.97,4.01,4.02,1.53,1.46,6.0,0.8,6440463604.0,6440463604.0,0.5,0.25,6.95,23.08
2196,000416,*ST民控,2.0,-0.5,-0.01,57514.0,11571163.0,2.49,2.04,1.99,2.01,2.01,0.85,1.08,139.42,1.24,1063742988.0,1063282196.0,0.0,-0.5,-5.21,-47.92
2197,688249,晶合集成,15.98,-0.5,-0.08,46222.0,74392833.0,2.12,16.26,15.92,16.14,16.06,1.03,1.22,751.59,1.4,32058039809.0,6039063547.0,-0.06,-0.06,-13.2,-19.54
2198,603229,奥翔药业,13.95,-0.5,-0.07,49172.0,68815916.0,1.78,14.15,13.9,13.94,14.02,1.19,0.83,27.54,3.92,8273317977.0,8273317977.0,0.14,0.14,8.56,-17.55
2199,605339,南侨食品,19.9,-0.5,-0.1,66111.0,132538459.0,5.4,20.6,19.52,19.78,20.0,1.07,9.75,50.8,2.61,8479412208.0,1349037358.0,0.05,-0.45,5.85,-11.36
2200,601992,金隅集团,1.99,-0.5,-0.01,308625.0,61864998.0,1.5,2.02,1.99,2.01,2.0,1.16,0.37,1501.37,0.46,21248764557.0,16584974945.0,0.0,0.0,-8.72,-19.43
2201,601377,兴业证券,5.97,-0.5,-0.03,320586.0,192214075.0,1.0,6.03,5.97,6.01,6.0,0.87,0.37,24.45,0.97,51556844145.0,51556844145.0,0.0,0.0,-5.98,6.42
2202,000338,潍柴动力,13.92,-0.5,-0.07,373499.0,522088219.02,1.22,14.07,13.9,14.0,13.99,0.54,0.74,14.01,1.57,121473670948.0,70290741372.0,-0.07,-0.07,15.61,42.04
2203,300497,富祥药业,9.94,-0.5,-0.05,38950.0,38802873.76,1.6,10.06,9.9,10.02,9.99,0.75,0.87,-50.23,2.11,5467048050.0,4446292989.0,0.2,0.3,-11.09,-24.7
2204,002884,凌霄泵业,15.89,-0.5,-0.08,30103.0,47923970.87,2.32,16.13,15.76,15.93,15.97,2.34,1.1,15.23,2.66,5683575068.0,4338448496.0,0.0,0.32,-1.49,1.79
2205,002465,海格通信,11.9,-0.5,-0.06,450662.0,536630348.31,1.92,12.04,11.81,11.98,11.96,1.05,1.96,61.77,2.36,29533823981.0,27376285961.0,0.08,0.0,11.11,49.31
2206,831305,海希通讯,11.88,-0.5,-0.06,15874.0,18969011.95,2.76,12.12,11.79,11.87,11.94,0.62,1.45,33.92,2.19,1666288800.0,1303535305.0,-0.59,-0.67,23.62,57.35
2207,600576,祥源文旅,7.9,-0.5,-0.04,85170.0,67226160.0,1.76,7.95,7.81,7.94,7.94,0.92,1.27,48.08,3.12,8431861227.0,5318010207.0,0.64,0.25,0.25,-1.0
2208,688563,航材股份,61.07,-0.51,-0.31,3568.0,21848374.0,0.83,61.56,61.05,61.25,61.38,0.57,0.52,40.98,2.76,27481500000.0,4159266459.0,-0.05,-0.05,-2.86,-22.56
2209,000889,ST中嘉,1.97,-0.51,-0.01,68684.0,13490910.55,1.52,1.98,1.95,1.96,1.98,0.71,0.79,-54.26,7.82,1844493499.0,1713603862.0,0.51,0.51,-11.66,5.91
2210,300786,国林科技,19.68,-0.51,-0.1,25781.0,50773523.8,3.39,20.14,19.47,19.76,19.78,1.09,1.87,-593.33,2.91,3621432499.0,2707967390.0,0.41,0.77,17.77,28.04
2211,600085,同仁堂,50.96,-0.51,-0.26,57968.0,296132458.0,1.41,51.56,50.84,51.02,51.22,1.01,0.42,37.69,5.46,69890124552.0,69890124552.0,0.02,-0.14,-6.8,14.88
2212,603636,南威软件,13.71,-0.51,-0.07,121815.0,168677591.0,2.61,14.06,13.7,13.76,13.78,0.7,2.06,-87.82,3.15,8099779954.0,8099779954.0,-0.07,-0.07,7.19,0.37
2213,301512,智信精密,56.71,-0.51,-0.29,6021.0,34457180.0,5.93,59.98,56.6,56.99,57.0,0.99,4.52,63.52,3.0,3024537114.0,756137114.0,-0.09,-0.14,-8.77,42.99
2214,300639,凯普生物,9.76,-0.51,-0.05,67861.0,66288852.61,3.16,9.96,9.65,9.8,9.81,1.57,1.06,27.61,1.3,6335702770.0,6224840882.0,0.0,0.1,7.49,-11.27
2215,688670,金迪克,33.18,-0.51,-0.17,12049.0,40079962.0,1.59,33.62,33.09,33.26,33.35,0.99,2.73,-276.77,2.86,4087776000.0,1464418710.0,0.21,0.12,7.9,8.57
2216,688665,四方光电,74.05,-0.51,-0.38,1557.0,11611541.0,2.12,75.53,73.95,74.16,74.43,0.58,0.72,38.39,5.59,5183500000.0,1595777500.0,-0.09,-0.28,-4.98,-24.52
2217,603107,上海汽配,23.38,-0.51,-0.12,56603.0,133522965.0,2.3,23.89,23.35,23.62,23.5,0.83,6.85,47.12,4.01,7886892300.0,1932264883.0,-0.04,-0.09,64.3,64.3
2218,002869,金溢科技,21.35,-0.51,-0.11,80506.0,173449457.52,2.75,21.86,21.27,21.29,21.46,0.63,5.09,108.57,1.83,3833527880.0,3376676054.0,-0.09,0.23,22.21,-0.51
2219,000983,山西焦煤,9.66,-0.51,-0.05,572833.0,553547100.73,1.85,9.76,9.58,9.65,9.71,1.45,1.25,7.3,1.48,54840796230.0,44152626856.0,-0.1,-0.21,-0.31,-7.56
2220,600660,福耀玻璃,36.45,-0.52,-0.19,81670.0,298478844.0,1.34,36.81,36.32,36.63,36.64,1.33,0.41,17.29,3.16,95125151741.0,73008851801.0,-0.22,-0.27,-5.57,7.78
2221,000682,东方电子,7.66,-0.52,-0.04,72395.0,55689934.66,1.56,7.76,7.64,7.67,7.7,0.8,0.54,22.36,2.34,10269968874.0,10268943292.0,0.0,0.13,-11.24,-3.89
2222,688247,宣泰医药,11.47,-0.52,-0.06,25626.0,29524399.0,1.99,11.67,11.44,11.55,11.53,0.96,1.81,88.49,4.36,5199809800.0,1626573317.0,0.09,0.09,7.6,-31.28
2223,000004,国华网安,17.2,-0.52,-0.09,54724.0,94252234.37,2.72,17.47,17.0,17.31,17.29,0.8,4.33,-48.51,7.18,2276940850.0,2172155200.0,0.0,0.0,2.08,77.69
2224,600581,八一钢铁,3.82,-0.52,-0.02,182484.0,70238254.0,2.08,3.9,3.82,3.86,3.84,1.43,1.19,-5.99,2.65,5902750026.0,5855669863.0,-0.52,-0.26,-7.28,-3.54
2225,000593,德龙汇能,7.61,-0.52,-0.04,144966.0,112185303.0,3.27,7.85,7.6,7.7,7.65,1.52,4.04,36.37,2.38,2729181978.0,2727852588.0,-0.39,-0.26,7.18,1.33
2226,002602,世纪华通,5.7,-0.52,-0.03,940186.0,534525374.72,2.97,5.77,5.6,5.73,5.73,0.84,1.37,22.29,1.67,42479574718.0,39222118796.0,0.0,0.18,10.68,49.61
2227,603337,杰克股份,20.86,-0.52,-0.11,7512.0,15796834.0,1.81,21.2,20.82,21.09,20.97,0.85,0.16,18.38,2.32,10104980987.0,9878198576.0,0.05,0.05,0.38,11.43
2228,300514,友讯达,15.17,-0.52,-0.08,33650.0,51431439.0,2.3,15.5,15.15,15.26,15.25,0.75,2.17,14.05,3.55,3034000000.0,2356237774.0,-0.13,0.07,2.36,50.2
2229,688507,索辰科技,130.7,-0.53,-0.69,5949.0,78666176.0,3.73,134.8,129.9,130.89,131.39,1.32,4.12,-161.48,2.86,7995367562.0,1885593608.0,0.12,0.36,6.43,-21.18
2230,837748,路桥信息,18.9,-0.53,-0.1,60940.0,119155002.05,14.74,21.0,18.2,20.41,19.0,1.12,45.36,-146.14,5.27,1450386000.0,253941043.0,0.0,-0.47,100.85,115.51
2231,600516,方大炭素,5.67,-0.53,-0.03,116167.0,66078872.0,0.88,5.72,5.67,5.7,5.7,0.89,0.29,44.55,1.32,22827251987.0,22827251987.0,-0.35,-0.18,-2.07,-7.35
2232,600549,厦门钨业,17.0,-0.53,-0.09,62931.0,107301034.0,1.11,17.17,16.98,17.1,17.09,1.16,0.45,15.57,2.25,24110848400.0,23987193800.0,-0.06,0.0,-3.52,-11.46
2233,301068,大地海洋,28.29,-0.53,-0.15,7777.0,22158262.2,2.71,28.94,28.17,28.44,28.44,1.03,1.96,51.36,2.96,2376360000.0,1121587971.0,0.43,0.18,-15.63,16.13
2234,603051,鹿山新材,31.93,-0.53,-0.17,11002.0,35554402.0,2.71,32.77,31.9,32.41,32.1,0.98,2.22,-34.77,2.39,2979675670.0,1579280311.0,0.03,-0.06,-6.28,-46.35
2235,603990,麦迪科技,13.13,-0.53,-0.07,36090.0,47802161.0,2.5,13.43,13.1,13.23,13.2,1.1,1.3,-32.76,3.17,4021492258.0,3655530613.0,-0.08,0.0,-5.13,-10.5
2236,001317,三羊马,35.62,-0.53,-0.19,21014.0,75339333.37,1.9,36.18,35.5,35.81,35.81,0.63,7.17,120.66,3.54,2851024800.0,1043394398.0,-0.03,-0.14,-1.14,-16.58
2237,603836,海程邦达,14.98,-0.53,-0.08,19661.0,29911878.0,3.32,15.47,14.97,15.12,15.06,0.89,2.29,27.1,1.8,3074423850.0,1284220016.0,0.07,0.0,4.1,-3.23
2238,688030,山石网科,20.53,-0.53,-0.11,11955.0,24731821.0,3.1,21.05,20.41,20.79,20.64,1.06,0.66,-16.04,3.28,3700103751.0,3700103751.0,-0.1,0.15,3.63,5.5
2239,688006,杭可科技,22.39,-0.53,-0.12,42121.0,94617625.0,1.55,22.67,22.32,22.59,22.51,1.21,0.7,14.2,2.67,13516219483.0,13516219483.0,-0.44,-0.49,-17.44,-27.61
2240,600365,ST通葡,3.71,-0.54,-0.02,25417.0,9474623.0,1.61,3.76,3.7,3.74,3.73,0.79,0.62,-16.6,5.2,1585654000.0,1521693600.0,0.0,0.0,1.09,-9.95
2241,300157,新锦动力,3.7,-0.54,-0.02,251474.0,94192003.46,3.76,3.84,3.7,3.72,3.72,0.74,3.61,-21.88,-84.14,2684676551.0,2580365781.0,0.0,0.0,6.02,15.63
2242,000407,胜利股份,3.7,-0.54,-0.02,129813.0,48591265.5,2.69,3.79,3.69,3.74,3.72,1.67,1.48,23.95,1.16,3256313227.0,3240339424.0,0.0,0.0,0.27,-3.39
2243,301428,世纪恒通,40.61,-0.54,-0.22,28872.0,116893971.91,3.38,41.28,39.9,40.7,40.83,0.81,11.7,50.66,3.3,4006853347.0,1001713347.0,0.07,0.17,-4.2,54.12
2244,300755,华致酒行,18.45,-0.54,-0.1,18108.0,33545452.0,1.78,18.69,18.36,18.54,18.55,0.66,0.43,24.98,2.03,7689930480.0,7684049266.0,0.44,0.44,-17.26,-39.88
2245,839792,东和新材,7.33,-0.54,-0.04,30912.0,22669426.27,6.78,7.52,7.02,7.3,7.37,1.14,5.7,17.34,1.31,1213408200.0,397390753.0,-0.14,-0.54,29.05,0.41
2246,688175,高凌信息,29.28,-0.54,-0.16,4767.0,14065644.0,2.68,29.97,29.18,29.4,29.44,1.18,1.14,111.56,1.48,2720298777.0,1222888452.0,0.03,0.27,-12.73,-15.89
2247,002953,日丰股份,12.8,-0.54,-0.07,45189.0,57990556.0,2.72,13.08,12.73,12.87,12.87,0.57,2.25,30.74,2.62,4498597901.0,2567064090.0,0.08,0.08,9.4,-9.92
2248,688035,德邦科技,54.85,-0.54,-0.3,19850.0,110572898.0,2.88,56.44,54.85,55.41,55.15,0.98,2.46,69.67,3.47,7801864000.0,4433891240.0,-0.24,-0.09,-7.86,6.9
2249,688357,建龙微纳,51.03,-0.55,-0.28,3214.0,16504835.0,2.24,52.15,51.0,51.5,51.31,0.72,0.39,23.42,2.6,4247216541.0,4247216541.0,0.0,-0.16,1.01,-34.99
2250,605008,长鸿高科,16.38,-0.55,-0.09,26850.0,44191599.0,2.06,16.69,16.35,16.55,16.47,1.25,0.42,77.18,5.01,10522191181.0,10522191181.0,-0.36,0.06,9.49,0.43
2251,300750,宁德时代,163.59,-0.55,-0.9,245020.0,4030383346.85,1.95,166.33,163.12,165.0,164.49,0.95,0.63,17.33,4.0,719639155797.0,637158953520.0,-0.14,-0.22,-27.78,-24.67
2252,688060,云涌科技,48.94,-0.55,-0.27,3879.0,19133122.0,2.6,49.95,48.67,49.16,49.21,1.24,0.64,519.29,3.02,2945734228.0,2945734228.0,0.2,0.08,1.33,-16.34
2253,600645,中源协和,19.93,-0.55,-0.11,73206.0,146576390.0,1.7,20.2,19.86,20.03,20.04,0.79,1.57,52.79,2.52,9326221378.0,9322659388.0,-0.3,-0.15,15.67,17.17
2254,300451,创业慧康,7.21,-0.55,-0.04,186772.0,135002564.7,2.21,7.32,7.16,7.25,7.25,1.05,1.39,91.67,2.38,11169189029.0,9673291518.0,0.0,0.0,7.93,-8.73
2255,003026,中晶科技,36.04,-0.55,-0.2,8477.0,30828462.0,2.1,36.77,36.01,36.01,36.24,0.94,1.52,-136.96,5.13,3626831917.0,2006778199.0,-0.22,-0.06,-3.94,-25.23
2256,605183,确成股份,14.39,-0.55,-0.08,18305.0,26537337.0,1.38,14.59,14.39,14.47,14.47,1.09,0.44,14.77,2.09,6006341391.0,5984558457.0,-0.07,-0.07,-10.45,-22.8
2257,002150,通润装备,14.38,-0.55,-0.08,44678.0,65040396.0,2.9,14.75,14.33,14.49,14.46,0.97,1.26,91.39,3.12,5205949022.0,5101748666.0,-0.14,0.0,0.0,-29.96
2258,000686,东北证券,7.18,-0.55,-0.04,117224.0,84679707.9,1.66,7.29,7.17,7.24,7.22,1.03,0.5,21.88,0.91,16804451930.0,16804451930.0,0.0,0.0,-8.07,12.19
2259,600026,中远海能,12.55,-0.55,-0.07,138291.0,173649553.0,1.51,12.67,12.48,12.6,12.62,0.91,0.4,12.09,1.72,59873243757.0,43608443757.0,0.0,-0.08,0.32,5.46
2260,600186,莲花健康,5.37,-0.56,-0.03,736823.0,404496583.0,5.19,5.65,5.37,5.42,5.4,1.04,4.13,76.38,6.44,9633249127.0,9590557627.0,-0.19,-0.56,18.81,98.15
2261,002240,盛新锂能,23.25,-0.56,-0.13,169923.0,397343622.44,3.38,23.91,23.12,23.78,23.38,0.81,2.0,14.68,1.6,21431521524.0,19759471037.0,0.04,0.3,-0.04,-36.89
2262,002893,京能热力,10.69,-0.56,-0.06,36170.0,39157623.0,2.98,11.0,10.68,10.83,10.75,1.45,1.79,63.52,2.54,2818311600.0,2157135581.0,0.0,-0.09,-7.61,27.11
2263,603617,君禾股份,8.9,-0.56,-0.05,74879.0,67384677.0,3.91,9.21,8.86,8.96,8.95,1.16,1.91,63.19,2.3,3480534899.0,3480534899.0,-0.22,-0.22,-15.64,-2.84
2264,300809,华辰装备,24.86,-0.56,-0.14,35017.0,87700930.8,2.44,25.38,24.77,24.99,25.0,0.92,2.96,48.94,4.07,6269095360.0,2940079087.0,-0.4,0.08,19.06,34.16
2265,688201,信安世纪,21.3,-0.56,-0.12,27614.0,59419008.0,3.08,21.87,21.21,21.41,21.42,1.35,2.93,-280.36,3.37,4579606734.0,2006994183.0,-0.23,-0.09,-12.7,-44.12
2266,301201,诚达药业,26.53,-0.56,-0.15,13232.0,35135163.41,1.65,26.81,26.37,26.61,26.68,0.83,1.52,50.31,1.83,4104557751.0,2313252151.0,-0.04,0.15,12.61,-15.94
2267,003035,南网能源,5.29,-0.56,-0.03,94504.0,50223785.02,1.32,5.36,5.29,5.33,5.32,1.34,0.58,43.32,2.96,20037878783.0,8654760600.0,-0.56,-0.38,-11.54,-6.54
2268,688133,泰坦科技,49.35,-0.56,-0.28,27357.0,134195767.0,2.46,49.89,48.67,49.28,49.63,2.16,2.32,60.74,2.07,5821789841.0,5821789841.0,0.14,0.08,-13.69,-50.03
2269,300867,圣元环保,15.82,-0.57,-0.09,15727.0,25037240.0,1.63,16.06,15.8,15.94,15.91,1.24,0.82,24.41,1.24,4298943458.0,3031552144.0,0.0,-0.06,-3.77,-6.72
2270,688396,华润微,45.7,-0.57,-0.26,118239.0,533608654.0,3.05,46.08,44.68,45.88,45.96,2.45,0.9,42.84,2.88,60328198048.0,60328198048.0,2.05,1.92,-18.04,-12.87
2271,002735,王子新材,12.29,-0.57,-0.07,31685.0,39022903.8,1.94,12.45,12.21,12.27,12.36,1.39,1.66,159.97,4.36,3705307626.0,2351115148.0,0.24,0.08,-4.95,-17.52
2272,688419,耐科装备,36.8,-0.57,-0.21,8057.0,30089998.0,3.05,37.93,36.8,37.05,37.01,1.45,4.03,70.8,3.18,3017600000.0,735392800.0,-0.49,-0.08,-5.93,17.46
2273,000050,深天马Ａ,10.5,-0.57,-0.06,149270.0,157551747.03,2.27,10.71,10.47,10.59,10.56,0.89,0.63,-10.81,0.91,25806350441.0,24945838722.0,0.0,-0.1,14.63,21.25
2274,600732,爱旭股份,15.71,-0.57,-0.09,275044.0,434711917.0,2.72,16.11,15.68,16.06,15.8,0.58,1.72,11.41,2.87,28721042407.0,25072886128.0,0.0,0.0,-32.2,-40.98
2275,301082,久盛电气,17.4,-0.57,-0.1,25893.0,45617759.85,3.31,17.94,17.36,17.67,17.5,0.66,3.81,38.3,2.57,2812699734.0,1182132023.0,-0.23,0.06,0.69,14.17
2276,000981,山子股份,1.74,-0.57,-0.01,385692.0,67737963.35,2.29,1.78,1.74,1.75,1.75,0.64,0.59,-10.74,4.83,17395599345.0,11314446895.0,-0.57,-0.57,16.0,-5.95
2277,603602,纵横通信,15.64,-0.57,-0.09,19021.0,29836417.0,1.59,15.86,15.61,15.68,15.73,0.57,0.93,94.33,4.22,3188203005.0,3188203005.0,-0.06,0.0,20.31,37.55
2278,600428,中远海特,5.21,-0.57,-0.03,191068.0,100252120.0,1.91,5.3,5.2,5.21,5.24,0.47,0.89,9.17,0.98,11184050517.0,11184050517.0,0.0,-0.19,-4.05,-10.17
2279,688080,映翰通,39.94,-0.57,-0.23,10818.0,43569793.0,2.41,40.8,39.83,40.17,40.17,1.02,1.47,32.0,3.29,2939644789.0,2939644789.0,0.23,0.2,4.39,36.59
2280,002106,莱宝高科,10.38,-0.57,-0.06,90306.0,94396423.36,1.82,10.57,10.38,10.42,10.44,0.93,1.28,18.14,1.42,7326371741.0,7308917750.0,-0.38,-0.19,13.57,38.77
2281,002100,天康生物,8.65,-0.57,-0.05,478127.0,418814552.34,3.45,8.9,8.6,8.86,8.7,1.29,3.53,-17.43,1.64,11720917395.0,11720917395.0,0.58,0.46,20.98,6.92
2282,600639,浦东金桥,10.37,-0.58,-0.06,79220.0,82460415.0,1.34,10.5,10.36,10.47,10.43,1.36,0.93,5.39,0.83,11639421700.0,8816954610.0,-0.1,0.0,-17.37,-2.17
2283,600362,江西铜业,17.26,-0.58,-0.1,77682.0,134484322.0,1.32,17.45,17.22,17.39,17.36,0.59,0.37,9.07,0.74,59766709530.0,35818770210.0,0.17,0.12,-13.35,1.95
2284,600096,云天化,15.47,-0.58,-0.09,103236.0,160425344.0,1.16,15.65,15.47,15.56,15.56,0.7,0.59,5.75,1.57,28377065716.0,26984765716.0,-0.06,-0.19,-11.9,-22.8
2285,300108,ST吉药,3.43,-0.58,-0.02,85588.0,29538153.0,2.9,3.51,3.41,3.42,3.45,0.59,1.3,-11.89,-33.97,2284430332.0,2251998824.0,-0.29,-0.29,7.19,76.8
2286,000728,国元证券,6.86,-0.58,-0.04,266289.0,183409283.13,1.16,6.93,6.85,6.91,6.9,1.27,0.61,15.74,0.88,29935516332.0,29935463469.0,-0.15,0.0,-0.58,11.0
2287,301520,万邦医药,54.76,-0.58,-0.32,11325.0,62209178.86,1.82,55.4,54.4,54.97,55.08,0.75,7.17,35.42,2.55,3650666685.0,865510878.0,-0.02,-0.04,-19.33,-19.33
2288,600568,ST中珠,1.71,-0.58,-0.01,38539.0,6608209.0,1.74,1.73,1.7,1.71,1.72,0.97,0.25,-9.96,1.34,3407807155.0,2676061572.0,0.0,0.0,-4.47,-9.04
2289,605499,东鹏饮料,189.18,-0.58,-1.11,15043.0,285643855.0,2.59,192.85,187.92,189.93,190.29,1.81,0.94,34.28,12.66,75673891800.0,30130860727.0,0.05,-0.05,1.26,7.55
2290,301182,凯旺科技,23.85,-0.58,-0.14,10567.0,25426105.0,3.29,24.59,23.8,23.99,23.99,1.01,2.94,-52.5,2.45,2285347545.0,857925045.0,-0.08,-0.08,1.75,27.4
2291,002468,申通快递,8.43,-0.59,-0.05,90910.0,77274428.64,1.77,8.58,8.43,8.47,8.48,1.0,0.61,43.79,1.54,12904662259.0,12577944889.0,0.0,-0.12,-16.29,-18.39
2292,301278,快可电子,47.2,-0.59,-0.28,4103.0,19468658.8,1.81,48.02,47.16,47.48,47.48,0.67,1.22,20.13,3.43,3932836160.0,1591985200.0,-0.13,-0.15,-9.85,-44.19
2293,600416,湘电股份,15.13,-0.59,-0.09,158600.0,241226184.0,1.77,15.32,15.05,15.29,15.22,1.84,1.42,57.67,2.79,20053399513.0,16889450603.0,0.0,-0.13,-12.03,-19.52
2294,600176,中国巨石,10.08,-0.59,-0.06,226851.0,229212450.0,1.78,10.23,10.05,10.12,10.14,0.92,0.57,11.32,1.42,40351618218.0,40351618218.0,0.1,0.1,-29.46,-23.58
2295,300663,科蓝软件,15.11,-0.59,-0.09,104670.0,159539459.47,2.24,15.43,15.09,15.17,15.2,0.88,2.59,-591.58,6.21,6983578844.0,6095690403.0,-0.07,-0.13,1.96,15.61
2296,603979,金诚信,35.07,-0.6,-0.21,20048.0,70744898.0,1.76,35.69,35.07,35.28,35.28,0.85,0.33,22.31,3.11,21116875046.0,21116875046.0,-0.09,-0.43,-7.81,37.58
2297,300481,濮阳惠成,16.69,-0.6,-0.1,18886.0,31658642.5,1.49,16.91,16.66,16.72,16.79,0.63,0.64,18.55,2.05,4946623040.0,4906817991.0,-0.06,-0.06,-7.28,-36.61
2298,603587,地素时尚,13.35,-0.6,-0.08,51865.0,68977730.0,1.94,13.48,13.22,13.42,13.43,2.12,1.1,11.56,1.75,6373106865.0,6293594398.0,0.98,0.75,-12.52,-8.06
2299,600928,西安银行,3.33,-0.6,-0.02,116382.0,39026705.0,1.49,3.38,3.33,3.36,3.35,0.92,0.34,5.83,0.49,14800000002.0,11246726799.0,-0.3,0.0,-8.01,-0.89
2300,600713,南京医药,4.99,-0.6,-0.03,123751.0,62114979.0,1.99,5.07,4.97,5.04,5.02,0.83,1.19,11.14,1.04,6538052750.0,5197640108.0,0.0,0.0,0.0,0.2
2301,300904,威力传动,71.48,-0.6,-0.43,11792.0,84509790.75,2.74,72.88,70.91,72.18,71.91,0.75,6.87,156.52,6.27,5173953423.0,1226747623.0,-0.03,-0.14,-13.45,104.46
2302,300169,天晟新材,8.28,-0.6,-0.05,447730.0,369651156.0,4.2,8.45,8.1,8.26,8.33,0.96,14.84,-56.7,11.37,2699150335.0,2498372275.0,0.0,-0.12,6.29,100.48
2303,002296,辉煌科技,8.28,-0.6,-0.05,58893.0,49354927.3,2.76,8.48,8.25,8.34,8.33,0.97,1.69,21.82,1.66,3225725878.0,2878918276.0,-0.12,-0.12,6.84,6.43
2304,600744,华银电力,3.31,-0.6,-0.02,113195.0,37809625.0,1.8,3.37,3.31,3.34,3.33,1.11,0.56,254.29,4.76,6723021347.0,6723021347.0,-0.3,-0.3,-0.3,-21.0
2305,603528,多伦科技,9.92,-0.6,-0.06,301642.0,301510874.0,2.51,10.14,9.89,10.0,9.98,0.79,4.49,850.14,4.51,6660950775.0,6660950775.0,0.0,0.2,33.15,55.49
2306,300326,凯利泰,6.61,-0.6,-0.04,63606.0,42155665.0,1.35,6.68,6.59,6.63,6.65,0.92,0.89,27.52,1.64,4739544061.0,4736651393.0,0.15,0.15,5.25,-8.19
2307,002742,ST三圣,3.3,-0.6,-0.02,36435.0,12086987.0,1.2,3.34,3.3,3.31,3.32,1.29,0.84,-8.13,2.12,1425600000.0,1425131671.0,0.0,0.0,-7.3,-27.31
2308,300274,阳光电源,79.02,-0.6,-0.48,176809.0,1398970644.31,2.4,80.17,78.26,79.87,79.5,1.38,1.57,12.19,4.6,117356630756.0,88995354180.0,-0.09,-0.14,-17.64,-29.18
2309,688290,景业智能,39.49,-0.6,-0.24,3475.0,13777770.0,2.57,40.23,39.21,39.57,39.73,0.84,0.72,1523.26,3.29,4035471806.0,1898071804.0,-0.25,0.05,-20.78,-33.8
2310,873665,科强股份,9.86,-0.6,-0.06,35489.0,35321888.84,5.34,10.23,9.7,10.17,9.92,0.98,10.76,18.08,1.95,1281701400.0,325312991.0,0.1,0.2,11.29,123.08
2311,601319,中国人保,4.92,-0.61,-0.03,332410.0,164248873.0,1.62,4.98,4.9,4.95,4.95,0.81,0.09,7.96,0.9,217582033668.0,174648962388.0,0.0,0.0,-16.61,-2.57
2312,002107,沃华医药,6.56,-0.61,-0.04,257370.0,173670310.88,8.33,7.1,6.55,6.59,6.6,5.21,4.52,49.47,4.71,3786494976.0,3736685224.0,-0.46,-0.3,13.1,5.81
2313,002741,光华科技,14.75,-0.61,-0.09,18765.0,27881480.95,1.82,15.02,14.75,14.8,14.84,0.83,0.52,-15.8,3.91,5892318834.0,5333691789.0,-0.14,-0.14,-1.07,-18.28
2314,430300,辰光医疗,9.83,-0.61,-0.06,38503.0,38485019.88,7.68,10.39,9.63,10.24,9.89,0.9,7.37,-91.6,2.87,843877249.0,513402311.0,0.0,0.1,30.2,51.93
2315,601211,国泰君安,14.74,-0.61,-0.09,167457.0,247770311.0,1.08,14.88,14.72,14.81,14.83,1.05,0.22,11.41,0.9,131253963428.0,109851597810.0,0.0,0.0,0.68,12.86
